year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,Public Protection,Captain (Police Department),29347.01,0,126.01,5219.66,1913.81,484.23
2013,Community Health,Special Nurse,86568.82,0,4086.88,0,7459.51,7018.57
2013,Public Protection,"Captain, Fire Suppression",151189.34,4485.96,10598,28530.48,15831.14,2792.98
2013,Culture & Recreation,Manager I,80817.33,0,0,14312.78,8905.37,14321.08
2013,Public Protection,Firefighter,111705.24,55219.37,19063.9,22144.98,14994.09,2733.32
2013,"Public Works, Transportation & Commerce",Transit Operator,64719.01,2252.37,406.06,16666.51,13493.46,4933.01
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,3227.4,0,72.38,0,1529.44,255.46
2013,"Public Works, Transportation & Commerce",Carpenter Supervisor 1,100126.03,2707.74,200,17732.27,12801.78,8361.3
2013,Community Health,Health Worker 1,51480,14053.64,4327.73,11006.2,12801.79,5438.11
2013,"Public Works, Transportation & Commerce",Building Inspector,64971.1,129.21,1948.81,13570.64,9090.62,5042.02
2013,"Public Works, Transportation & Commerce",Publ Svc Aide-Asst To Prof,17645.5,0,0,0,6394.74,1366.11
2013,Human Welfare & Neighborhood Development,Public Service Aide-Admin,11258.04,0,0,0,4084.89,871.6
2013,General Administration & Finance,Auditor II,88627.34,0,0,16138.97,12801.79,7104.16
2013,Community Health,Patient Care Assistant,3316,0,165.8,226.33,0,275.06
2013,"Public Works, Transportation & Commerce",Manager II,122592.05,0,0,21711.17,12801.79,8942.85
2013,General Administration & Finance,Automotive Machinist,1477,0,18,272.24,246.19,115.75
2013,Culture & Recreation,Museum Guard,25102.87,2050.95,267.12,739.69,6112.24,2122.93
2013,Human Welfare & Neighborhood Development,Secretary 2,1227,0,0,261.6,239.23,0
2013,Public Protection,Police Officer,116478,1779.54,12508.89,22182.5,12918.24,1585.71
2013,Culture & Recreation,Library Page,14838.03,0,150,97.07,4886.84,1140.79
2013,"Public Works, Transportation & Commerce",Water Qualitytech I/II,80903.5,508.28,0,15903.4,12918.24,6705.63
2013,Public Protection,Deputy Probation Officer SFERS,60164.01,0,0,11840.68,12918.24,1002.33
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,3779.31,0,0,0,1791.01,292.6
2013,Public Protection,"Insp, Fire Dept",112055.03,18125.16,7560.6,21035.66,10586.1,2249.76
2013,"Public Works, Transportation & Commerce",Asst Engr,98339.54,0,1481.21,19609.45,12918.25,7970.61
2013,Community Health,Psychiatric Social Worker,88519.86,10423.87,9295.51,17612.35,12608.68,8801.86
2013,General Administration & Finance,Assessment Clerk,523.5,0,0,95.33,0,50.63
2013,Community Health,Health Program Coordinator 2,45781,0,5684.25,8336.8,7878.03,4202.95
2013,Community Health,Stationary Engineer,75218.24,2118.23,12721.01,15692.21,12801.78,7394.36
2013,General Administration & Finance,Principal Clerk,72144,3378.84,645.98,14303.13,12918.24,5771.71
2013,"Public Works, Transportation & Commerce",Transit Operator,67735.46,8134.34,790.8,18495.66,13723,6017.35
2013,Community Health,Patient Care Assistant,58892.28,0,4238.73,11459.77,11447.75,5246.39
2013,"Public Works, Transportation & Commerce",Administrative Engineer,123492.51,0,1704.63,22172.4,11570.7,9195.95
2013,Community Health,Special Nurse,10107.04,0,350.28,731.16,0,308.63
2013,"Public Works, Transportation & Commerce",Transit Operator,53114.58,8850.87,1236.88,13902.56,11349.95,4867.33
2013,General Administration & Finance,Training Officer,86257.79,0,0,15707.5,12792.56,6652.53
2013,Community Health,Microbiologist,72704.37,0,0,14287.38,11434.14,5790.58
2013,General Administration & Finance,IS Engineer-Senior,107413.32,0,27206.04,19022.95,11028.02,10094.94
2013,Public Protection,Police Officer 2,6815,689.52,47.25,1215.31,738.57,128.34
2013,General Administration & Finance,Deputy Court Clerk II,0,0,1693,0,0,0
2013,Community Health,Senior Administrative Analyst,74827.91,0,0,14709.04,9688.68,6160.14
2013,Public Protection,Police Officer,16285.35,0,1446.67,3091.85,1806.17,43.65
2013,Human Welfare & Neighborhood Development,Pr Administrative Analyst,115476.02,0,0,22113.62,12918.25,9381.52
2013,Human Welfare & Neighborhood Development,Executive Secretary 1,72100.58,0,0,14166.89,12910.47,5962.88
2013,Community Health,Special Nurse,8076.9,0,1346.17,287.91,717.68,3648.01
2013,Community Health,Registered Nurse,77531.98,17143.76,131.86,15739.99,7032.31,3279.03
2013,Public Protection,Police Officer 3,123471.21,971.74,13723.32,23504.65,12918.24,2345.31
2013,Public Protection,Senior Clerk,52598,5654.7,4742.77,10038.38,12801.79,5207.73
2013,"Public Works, Transportation & Commerce",Wire Rope Cable Maint Mechanic,81213,47863.99,10448.55,10579.97,12918.25,9716.85
2013,Public Protection,Police Officer,116478.07,31657.36,6280.32,22196.68,12918.24,2605.58
2013,Public Protection,EMT/Paramedic/Firefighter,53436.47,0,5329.55,10675.88,6069.4,998.91
2013,General Administration & Finance,Payroll Clerk,33415.2,0,321.3,6143.48,6591.69,2588.03
2013,Community Health,Registered Nurse,23136.44,662.48,1948.3,3020.91,2757.09,2428.91
2013,General Administration & Finance,Cashier 1,12128.38,0,0,0,3474.77,929.49
2013,"Public Works, Transportation & Commerce",Parking Control Officer,47186.38,2535.62,2351.45,8895.93,10642.88,4364.75
2013,Human Welfare & Neighborhood Development,Clerk Typist,52728,0,0,9601.8,12801.78,4331.53
2013,Community Health,Special Nurse,17414.27,0,865.36,1100.7,0,5547.86
2013,Culture & Recreation,Senior Stationary Engineer,73982.44,7777.39,676.3,13520.17,11109.25,6970.1
2013,Community Health,Medical Evaluations Assistant,50060.85,0,1320,10599.53,12309.42,4186.27
2013,Community Health,Health Worker 2,59805.03,0,1260,12000.38,12918.25,5037.65
2013,"Public Works, Transportation & Commerce",Transit Operator,66101.79,15191.69,1478.25,18282.24,13392.04,6501.05
2013,Human Welfare & Neighborhood Development,Protective Services Worker,91702.1,1190.36,0,16699.02,12801.79,7621.72
2013,Public Protection,Lieutenant 3,3031,0,65.49,539.58,246.19,48.45
2013,Community Health,Patient Care Assistant,61848.29,0,4553.33,12429.47,0,5457.7
2013,Human Welfare & Neighborhood Development,Principal Clerk,72043.8,0,0,14157.9,12900.3,5894.88
2013,"Public Works, Transportation & Commerce",Transit Car Cleaner,58864,25552.32,15112.28,12335.48,12801.79,7954.58
2013,Public Protection,Superior Court Judge,9827.56,0,1434.96,0,0,163.31
2013,"Public Works, Transportation & Commerce",Stdntdsgn Train2/Arch/Eng/Plng,12037,0,0,0,2822.88,931.91
2013,"Public Works, Transportation & Commerce",Custodian,47621.46,0,5126.06,11641.41,12750.79,3854.41
2013,Community Health,Special Nurse,93141.1,0,8860.56,0,8115.76,7896.96
2013,Community Health,Registered Nurse,47519.7,0,7146.13,10807.63,5165.03,4419.26
2013,Human Welfare & Neighborhood Development,Psychiatric Social Worker,87334.07,0,1400,16158.46,12801.79,6955.25
2013,Public Protection,Police Officer 3,125091.6,10209.11,2460.6,23778.13,12555.4,1052.79
2013,"Public Works, Transportation & Commerce",Senior Administrative Analyst,90663.03,0,0,16509.82,12801.78,7457.87
2013,Human Welfare & Neighborhood Development,Social Work Supervisor,76685.17,0,0,13964.45,11737.03,6460.36
2013,Public Protection,Firefighter,97002.36,34821.25,9459.02,18322.32,15831.14,2402.9
2013,Community Health,Patient Care Assistant,61298.62,2462.04,10386.86,13036.34,11578.57,6058.02
2013,Public Protection,Court Supervisor II,108060.14,0,0,21221.7,12918.24,13334.71
2013,Community Health,Licensed Vocational Nurse,28249.2,0,672.6,5144.2,6203.94,2323.37
2013,General Administration & Finance,Customer Service Agent,71820,0,6596.51,15149.17,12918.24,6453.66
2013,"Public Works, Transportation & Commerce",Safety Officer,122642.03,0,0,21719.89,12801.79,9606.67
2013,Community Health,Porter,54465.57,0,3106.2,10832.59,12786.67,4507.04
2013,"Public Works, Transportation & Commerce",Transit Operator,43602.23,9430.19,2736.39,12815.95,8833.68,4206.89
2013,Community Health,Registered Nurse,137465.66,0,250,29748.66,12848.4,9629.55
2013,Human Welfare & Neighborhood Development,Senior Administrative Analyst,11037,0,0,2009.85,1435.36,898.35
2013,Community Health,Special Nurse,15822.75,0,2637.04,675.22,0,168.23
2013,Culture & Recreation,Public Service Trainee,1367.04,0,0,0,821.65,105.83
2013,"Public Works, Transportation & Commerce",IS Engineer-Senior,130038.01,0,8197.13,24974.81,12918.24,9837.47
2013,Community Health,Registered Nurse,108021.3,0,1536.08,20864,11760.09,8901.23
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,1220.83,0,26.84,0,562.18,96.6
2013,"Public Works, Transportation & Commerce",Painter,77948.02,2590.8,1162,15570.28,12918.24,6499.35
2013,"Public Works, Transportation & Commerce",IS Business Analyst,1595.07,0,0,319.89,227.26,127.05
2013,General Administration & Finance,Planner 1,44314.91,0,0,8069.67,9995.24,3596.53
2013,Public Protection,EMT/Paramedic/Firefighter,73944.93,16611.6,6567.27,14625.23,12882.36,1617.06
2013,"Public Works, Transportation & Commerce",General Laborer,59878.04,0,2765.87,11407.45,12801.79,5230.69
2013,"Public Works, Transportation & Commerce",Water Conservation Admin,119757.04,0,0,22942.02,12918.24,17734.45
2013,"Public Works, Transportation & Commerce",Junior Administrative Analyst,27178.63,55.55,0,5628.68,6739.41,2233.72
2013,"Public Works, Transportation & Commerce",Senior Clerk,25287.52,0,730.56,4604.87,5980.67,2112.11
2013,"Public Works, Transportation & Commerce",Transit Operator,63933.54,14164.57,1804.22,16824.05,13329.67,5623.04
2013,Public Protection,"Head Atty, Civil & Criminal",185718.01,0,4652.73,33714.61,12801.79,10865.31
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,6516.93,0,132.83,0,2982.86,514.82
2013,Public Protection,Police Officer,32355.03,3926.41,236.26,5771.92,3692.82,594.11
2013,"Public Works, Transportation & Commerce",Custodian,53182.1,0,719.9,11036.49,12851.02,4501.31
2013,Culture & Recreation,Recreation Leader,2546.24,0,0,0,903.08,197.13
2013,General Administration & Finance,Assistant Chief Attorney 1,82500.01,0,624.5,14721.35,5262.99,6441.9
2013,"Public Works, Transportation & Commerce",Personnel Technician,68432,0,0,12461.52,12801.79,5695.59
2013,"Public Works, Transportation & Commerce",IS Engineer-Senior,130038.01,0,0,24912.05,12918.24,9686.33
2013,Human Welfare & Neighborhood Development,Clinical Psychologist,64346.4,0,243.49,11716.52,8148.83,4865.44
2013,General Administration & Finance,IS Engineer-Senior,68614.14,0,0,12151.59,7047.14,5523.27
2013,General Administration & Finance,IS Administrator 1,37794.5,0,0,6993.61,7655.25,3014.84
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,75851.88,19033.59,13558.58,15532.55,12777.17,8055.07
2013,Public Protection,Police Officer,116478.01,15968.57,17623.76,22168.32,12918.24,2531.71
2013,"Public Works, Transportation & Commerce",Transit Operator,65880.66,19930.22,4946.18,18132.41,13735.65,7103.28
2013,Human Welfare & Neighborhood Development,Clerk Typist,52728.01,0,624,9715.41,12801.79,4466.62
2013,Culture & Recreation,Secretary 2,66258.03,0,648,13146.87,12918.24,5530.31
2013,"Public Works, Transportation & Commerce",Transit Operator,65846.7,21167.75,4321.18,17963.07,13728.58,7101.28
2013,"Public Works, Transportation & Commerce",Parking Control Officer,44762.22,3324.74,1911.69,10444.83,11865.65,4034.69
2013,"Public Works, Transportation & Commerce",School Crossing Guard,11731.26,0,0,0,4555.91,908.23
2013,General City Responsibilities,Transit Operator,0,0,4196.86,0,0,321.06
2013,Culture & Recreation,Recreation Leader,16650,0,810.9,0,4554.49,1351.83
2013,"Public Works, Transportation & Commerce",Transit Car Cleaner,59192.29,2913.89,11503.7,12209.56,12873.19,5852.36
2013,Human Welfare & Neighborhood Development,Clerk,29621.07,0,0,6925.13,8819.1,2085.43
2013,Public Protection,Sergeant 3,139361.23,24248.47,13257.99,24826.43,12826.41,2868.55
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,4439.77,0,0,0,2000.54,343.73
2013,Community Health,Special Nurse,32036.57,0,5675.31,2593.63,0,8686.73
2013,Community Health,Special Nurse,14053.2,0,451.8,0,1339.67,1122.99
2013,Community Health,Licensed Vocational Nurse,58209.73,56.52,8282.36,11614.13,10513.95,5439.5
2013,General Administration & Finance,Principal Clerk,69472,529.2,1624,12946.67,12801.79,5905.86
2013,"Public Works, Transportation & Commerce",Permit And Citation Clerk,61804.23,496.49,0,11254.58,12689.72,5224.29
2013,Community Health,Disease Control Investigator,71781.52,0,745.84,14256.76,12918.24,5995.06
2013,Community Health,Registered Nurse,0,0,181.13,0,0,13.86
2013,General Administration & Finance,Senior Account Clerk,63024,0,624,11590.28,12801.79,4795.58
2013,Public Protection,Police Officer,105810.03,163.46,3457.71,20279.01,11735.09,1323.39
2013,Public Protection,Firefighter,113352.35,9886.36,11509.32,21353.29,15683.42,2221.97
2013,"Public Works, Transportation & Commerce",Statnry Eng Water Treat Plant,83099.52,10376.98,18065.41,17559.73,12826.43,9207.07
2013,Public Protection,EMT/Paramedic/Firefighter,68703.95,7939.2,10143.53,12857.39,12580.21,1943.98
2013,Public Protection,Police Officer 3,86978.84,2204.34,2293.56,16050.8,9090.62,1516.05
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10390.04,0,0,0,4923.76,804.4
2013,"Public Works, Transportation & Commerce",Transit Operator,64598.05,2789.75,1602.07,16945.87,13468.21,5422.66
2013,"Public Works, Transportation & Commerce",Transit Operator,63754.04,28231.83,1801.72,16777.22,13292.26,7925.39
2013,Community Health,Special Nurse,1098.2,0,0,0,95.69,18.3
2013,"Public Works, Transportation & Commerce",Landscape Architect Assoc 2,109668.06,0,0,19422.25,12801.82,8647.37
2013,"Public Works, Transportation & Commerce",School Crossing Guard,8812.65,0,0,0,0,696.19
2013,Culture & Recreation,Museum Guard,58613.81,762.14,1992.61,10785.18,12691.32,5130.95
2013,Human Welfare & Neighborhood Development,Protective Services Worker,91702.09,0,0,16699.02,12801.79,8230.49
2013,Community Health,Special Nurse,4607.53,0,97.79,1235.77,0,2299.31
2013,"Public Works, Transportation & Commerce",Transit Supervisor,91633.59,174.64,1695.89,18126.96,12944.32,7726.36
2013,Community Health,Senior Clerk,60869.25,0,1640,11346.45,12672.54,4906.05
2013,Public Protection,EMT/Paramedic/Firefighter,0,0,3619.38,0,7.59,52.48
2013,"Public Works, Transportation & Commerce",Transit Operator,36308.69,7050.04,774.11,9489.5,7570.1,3463.76
2013,Human Welfare & Neighborhood Development,Program Specialist,83160.01,0,1763,16686.99,12918.24,7010.39
2013,Human Welfare & Neighborhood Development,Administrative Analyst,74538.79,0,0,14658.11,12918.25,6113.83
2013,Community Health,Patient Care Assistant,36942.41,0,617.24,6794.11,4012.37,1759.89
2013,Community Health,Public Health Team Leader,74807.12,222.14,7890.44,14972.62,12842.84,6664.28
2013,Public Protection,Firefighter,118204.59,1585.65,17452.53,23550.85,9330.54,1273.07
2013,General City Responsibilities,Transit Operator,16065.96,807.69,30.42,4132.44,3349.64,1283.18
2013,Public Protection,Sheriff's Cadet,38142,2104.23,500,8002.87,12801.79,3287.15
2013,Community Health,Health Care Analyst,30014.95,0,44.8,0,5140.08,2327.23
2013,"Public Works, Transportation & Commerce",General Laborer,59878.01,2347.59,1147.52,11112.75,12801.77,5607.97
2013,Community Health,Nurse Practitioner,124346.41,25386,422.8,27008.3,10718.56,9968.56
2013,Human Welfare & Neighborhood Development,Eligibility Worker,997,0,0,206.48,246.19,77.01
2013,"Public Works, Transportation & Commerce",Electronic Maintenance Tech,67262.4,528.53,1166.4,11912.09,8518.12,5607.08
2013,Public Protection,Sheriff's Sergeant,109902,16686.78,11372.29,23745.5,12801.79,2329.07
2013,"Public Works, Transportation & Commerce",Parking Control Officer,56758.07,0,1372.91,10585.63,12801.79,4787.38
2013,Culture & Recreation,Recreation Leader,109.61,0,2.7,0,40.01,8.7
2013,General Administration & Finance,Senior Collections Officer,68974.39,0,0,12560.18,12632.54,5430.16
2013,Community Health,Registered Nurse,107524.17,0,24534.64,21664.86,10730.73,4196.24
2013,Community Health,Patient Care Assistant,6426.01,0,513.97,0,1833.08,537.29
2013,"Public Works, Transportation & Commerce",Transit Operator,66440.7,15827.05,2266.77,17590.52,13852.39,6395.72
2013,Public Protection,"Lieutenant, Fire Suppression",38335.15,34180.9,4963.93,7637.79,4014.09,1204.02
2013,Culture & Recreation,Library Technical Assistant 1,31535.59,0,1180,5957.47,6499.37,2318.68
2013,General Administration & Finance,Senior Purchaser,97994,0,2170,18239.78,12801.79,8329.47
2013,Public Protection,Police Officer,108157.38,14734.11,12914.33,19301.2,12924.88,2203.71
2013,Public Protection,Deputy Sheriff,91138.46,24121.59,16307.83,20558.09,12345,2112.92
2013,Public Protection,"Lieutenant, Fire Suppression",134667.5,72718.68,20396.9,29153.89,15645.43,3818.01
2013,"Public Works, Transportation & Commerce",Transit Power Line Worker,78770.81,21169.7,16228.87,15627.21,10631.82,8549.07
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,79283.51,13177.44,17071.06,18283.44,12918.25,8703.03
2013,Public Protection,Police Officer,114348.09,41785.94,13848.7,21819.5,12918.24,2888.69
2013,Human Welfare & Neighborhood Development,PS Aide To Prof,5211.5,0,0,1079.3,1723.32,415.77
2013,Public Protection,Sergeant 3,137650.49,42524.6,20083.01,24522.86,12771.02,3334.21
2013,General Administration & Finance,Testing Technician,542.7,76.32,0,0,147.71,47.93
